,RIC,Title ,Comments,Views,Source,Date,Author,Total Post by Author,Like,Date Posted,Time,Comments2,Sentiment
9620,CSL,most current ratings,18.0,1.6K,regularASX,2010-04-28,regularASX,2602.0,,28/04/2010,1:12:00 PM,"Citi 28/04/2010 1 Buy, Medium Risk $40.26 21.2%

After witnessing the CSL share price take a bath over the past two trading sessions -down more than 12% in two days- Citi analysts have responded by stating investors are too harsh on the company.

The analysts draw a comparison with the 2003 experience when the US market for blood plasma was temporarily oversupplied and prices dropped by 20-25%. This month's market response looks similar to what happened back then, comment the analysts, but the real situation hardly is.

In other words: investors are too jumpy, the share price has fallen too much. CSL analysts argue if anything the blood plasma market lacks competition instead of risk becoming the victim of irrational competitive behaviour. Buy rating maintained with the comment that current multiples are too low for a company with such growth profile, balance sheet and future outlook.

Target price is $40.26 Current Price is $32.50 Difference: $7.76
If CSL meets the Citi target it will return approximately 24% (excluding dividends, fees and charges).
JP Morgan 27/04/2010 1 Overweight $41.68 25.5%

US competitor Baxter reported weak IVIG sales in its quarterly earnings but the broker suspects this is more to do with loss of market share than poor industry conditions.

While the Talecris result will provide further clues, the broker retains Overweight on CSL for now.

Target price is $41.68 Current Price is $32.50 Difference: $9.18
If CSL meets the JP Morgan target it will return approximately 28% (excluding dividends, fees and charges).
Credit Suisse 27/04/2010 3 Downgrade to Neutral from Outperform $38.00 14.4%

Target $38.00 (was $40.50). Following the Baxter quarterly result the broker has cut its earnings forecasts for CSL by 3-7% to reflect a show-down in IVIG volumes and changes to currency price forecasts.

While it expects CSL to continue to gain market share the broker suggests the current uncertainty with respect to pricing is likely to limit share price performance. To reflect this the broker has downgraded to a Neutral rating.



Target price is $38.00 Current Price is $32.50 Difference: $5.5
If CSL meets the Credit Suisse target it will return approximately 17% (excluding dividends, fees and charges).
BA-Merrill Lynch 23/04/2010 3 Downgrade to Neutral, Medium Risk from Buy $36.60 10.2%

The broker has downgraded the stock to Neutral given it has reached its price target and catalysts for further upside are regarded absent.

Target price is $36.60 Current Price is $32.50 Difference: $4.1
If CSL meets the BA-Merrill Lynch target it will return approximately 13% (excluding dividends, fees and charges).",None
9621,,,,,,2010-04-28,pkaneathotcopper,138.0,,28/04/2010,1:21:00 PM,Nice!,LT
9622,,,,,,2010-04-28,nathanblogs,300.0,,28/04/2010,3:22:00 PM,"I picked up some today, seems way oversold to me.",Hold
9623,,,,,,2010-04-28,The Pro,1560.0,,28/04/2010,3:30:00 PM,"Thanks RegularASX for the current ratings. Took an Equity position y'day for a trade. Not sure how to play it on the option side at the moment, fairly safe with $32.50 positions going forward I believe.",Buy
9624,,,,,,2010-04-28,LuckyV,2913.0,,28/04/2010,5:26:00 PM,"I almost sold today. had a sell on the options but csl never got back to 33.30.

Just hope it has good day tomorrow.",None
9625,CSL,thoughts on csl & impending market correction,7.0,605,pkaneathotcopper,2010-04-28,pkaneathotcopper,138.0,,28/04/2010,11:33:00 AM,"Hi all

With the Australian market heavily skewed towards the resources sector, one must be concerned about the short - term direction of the market with the issues in the EU i.e Greece, Portugal etc and inflationary issues in Asia and banking reforms in the states... These issues will obviously have an adverse affect globally, in particular resources.

Now... CSL is a defensive stock. It got a battering from news from a competitor (Baxter) outlining that their revenue forecasts were overstated. The market re-acted by heavily selling Baxter in the US and, in turn, CSL in Australia. Furthermore, Analysts are stating that Baxters revenue downgrade is possibly due to CSL's increased market capture.

Also from a TA perspective CSL has been oversold.

At the time of writing CSL's price has increased by 2.09%. It fell roughly 10% in the last 2 days. Anyone see the potential dollars here?

These are just my opinions and i hope to hear from others comments. :)

P",LT
9626,,,,,,2010-04-28,regularASX,2602.0,,28/04/2010,12:12:00 PM,"I would not be too concerned about the supposed market correction as many have been waiting for one to happen since Nov-Dec 2009.

After being immersed in many analysis by credible sources and leading economists, I too share the same opinion that the correction will happen only when the Feds start lifting the interest rates in the USA. However I expected one to happen late last year too. But it did not.

Greece, Portugal etc. is only fluff that the big players use to make profit. GS knew of the Greek fin. situation and used the opportunity to place their bets accordingly. How many times have we heard ""Greece, Greece, Greece"" over last few weeks? Even the media is influencing the game. Greece is broke. They will default. (corruption, inability to repay etc.) Old news! Let's move on. Irrelevant. Watch the markets closely and see if they start moving up again (as they did) well knowing the situation in Greece.

The Yo-yo goes like this;

- Greece fears spook the investors - DOW down.
(next day) - Markets up on a positive outlook (what happened to Greece?)
(day after that) - EU nations in discussions over Greece - markets tread water
- (day after that) - Germany taking the lead role - markets react positively
- (day after that) - (by that time market is up some 100 points or more - positive 1Q attracts risk takers


AND THEN....

BANG - Greece in trouble again - 200 points DOWN!

Well, we knew that 5 days ago, and 2 weeks ago, and 2 months ago...what has changed?

Invest because you are confident in a particular company and after you've done a thorough research. Do not invest because someone speculates that there is a possibility of market correction. Sure, it will happen eventually, but WHEN?

Not one person on this planet knows the answer to that question, I assure you of that.


*****

Holding only 5000 units of CSL now!",None
9627,,,,,,2010-04-28,regularASX,2602.0,,28/04/2010,12:26:00 PM,"In my previous msg. I was referring to this (read BOLD carefully);

April 25, 2010

SO GOLDMAN Sachs, the world's greatest and smuggest investment bank, has been sued for fraud by the American Securities and Exchange Commission. Legally, the case hangs on a technicality.

Morally, however, the case may turn into a final referendum on the greed-is-good ethos that conquered America in the '80s - and in the years since has aped other horrifying American trends in spreading across the Western world like a venereal disease.

When the globe was engulfed in the flood of defaults and derivative losses that emerged from the collapse of the US housing bubble two years ago, few understood that the crash had its roots in the lunatic greed-centred objectivist religion, fostered in the '50s and '60s by ponderous emigre novelist Ayn Rand.

Outside America, Russian-born Rand is probably best known for being the unfunniest person Western civilisation has seen since maybe Goebbels or Jack the Ripper, but inside America she is upheld as an intellectual giant. Her ideas are worshipped even by people who've never heard of her. The right-wing Tea Party movement is just one example of an entire demographic that has been inspired to mass protest by Rand without even knowing it.

Last year I wrote a brutally negative article about Goldman Sachs for /Rolling Stone/ (I called the bank a ''great vampire squid wrapped around the face of humanity'') that sparked a heated debate. On one side were people who believed that Goldman is little better than a criminal enterprise that bilks the market, the government, and even its own clients in a bewildering variety of complex financial scams.

On the other were those who argued Goldman wasn't guilty of anything except being ''too smart'' and really good at making money. This was based almost entirely on the Randian belief system, under which the leaders of Goldman Sachs appear not as the cheap swindlers they look like to me, but idealised heroes, the saviours of society.

In the Randian ethos, called objectivism, the only real morality is self-interest, and society is divided into groups who are efficiently self-interested (the rich) and the ''parasites'' who wish to take their earnings through taxes. Rand believed government had virtually no natural role in society. She conceded police were necessary, but refused to accept any need for economic regulation.

Rand's fingerprints are all over the Goldman story. The case involves a hedge fund financier, John Paulson, who went to Goldman with the idea of a synthetic derivative package pegged to risky US mortgages, for use in betting against the mortgage market. Paulson would short the package and Goldman would then sell the deal to suckers. The SEC's contention is that Goldman committed a crime when they failed to tell the suckers about the vulture betting against them on the other side of the deal.

The instruments in question - collateralised debt obligations and credit default swaps - fall into the category of derivatives, which are virtually unregulated in the US thanks in large part to the effort of former Federal Reserve chairman Alan Greenspan, a staunch Randian. In the late '90s, Greenspan lobbied hard for a law that deregulated the sort of interest-rate swaps Goldman used in its now-infamous dealings with Greece.

*In the Paulson deal the suckers were European banks such as ABN-Amro and IKB, which were never told the stuff Goldman was selling to them was, in effect, designed to implode; in the Greece deal, Goldman used exotic swaps to help the country mask its financial problems, then bet against Greece by shorting the debt.*

Confronted with public outrage, the leaders of Goldman will often appear genuinely confused. It's not an act. There have been a lot of greedy financiers and banks in history, but what makes Goldman stand out is its truly bizarre cultist/religious belief in the rightness of what it does.

The point was driven home in England last year, when Goldman's international adviser, sounding exactly like a character in /Atlas Shrugged/, said ''The injunction of Jesus to love others as ourselves is an endorsement of self-interest.''

Even if he stands to make a buck at it, your average used-car salesman won't sell some working father a car with wobbly brakes, then buy life insurance policies on that customer and his kids. But this is done almost as a matter of routine in the financial services industry, where the attitude after the inevitable pileup would be that that family was dumb for getting into the car in the first place. Caveat emptor, dude!

This Randian mindset is now ingrained in the American character.

This debate is going to be crystallised in the Goldman case. Much of America is going to reflexively insist that Goldman's only crime was being better at making money than IKB and ABN-Amro, and that the meddling government (in the American narrative, always the bad guy) should get off Goldman's Armani-clad back. Another side is going to argue that Goldman winning this case would be a rebuke to the whole idea of civilisation - which, after all, is really just a collective decision by all of us not to screw each other over even when we can.

It's an important moment in the history of modern global capitalism: whether or not to move forward into a world of greed without limits.

GUARDIAN",None
9628,,,,,,2010-04-28,pkaneathotcopper,138.0,,28/04/2010,12:32:00 PM,"Hey regularASX

Thanks for the response. Much appreciated.

Im sorry but i meant retrace, not correction. But a correction is still on the cards...

I guess i was trying to outline that with all the uncertainty in the market at the present moment, there is a stock out there that isnt linked to resources/banking and fell because of what a competitor stated.

I too hold positions from Fri. Did well from those bought yesterday and refuse to sell either. The underlying thing is the value within CSL. Its a lock imo. :)

P",LT
9629,,,,,,2010-04-28,pkaneathotcopper,138.0,,28/04/2010,12:34:00 PM,"Hey

Nice article. Before even reading it though i think we all know nothing will come out of Goldman Sachs. Their influence is undeniably inbedded within American business and politics. Lets not also forget their influence across Europe... heck the WORLD!!! :)

P",LT
9630,,,,,,2010-04-28,Club_sharer,3728.0,2.0,28/04/2010,9:21:00 PM,"The last post of mine had en error which would have been picked up by most of you. I should have said CSL would bounce like a steel ball dropped from a great height, rather than being a released spring. Either way, major moves in markets or stocks almost always are followed by counter moves, before the underlying trend overcomes the action.

I would be surprised if CSL quickly recovers to where it was in the last 2 strong weeks. Rather, I'm expecting some strong selling to pull it down towards the 30 range, and maybe even below. Of course, if the US dollar becomes the sacred haven as the markets are pointing to then CSL should benefit and overcome its spate of bad press of late and to fight the tide being pulled from under it.

The timing has been all wrong, as CSL was well and truly ready to rise above all others during this historical period in the markets. The truth in global economies is starting to come home to roost, and that is that money actually doesn't grow on trees - that those who are responsible for believing that it actually is are being punished, and that credit is rapidly becoming a privelage and not a right!

Credit ratings are now going to be the 'in theme', and various nations and banks will be vigilant not to have their ratings dropped to junk status (a al Greece). The end result will be the soarest of hangovers this generation will have ever experience and most will be demanding what the hell is going on!

The bottom line is that no trend lasts forever, yet most are incapable of thinking 'outside a trend'. So when the unthinkable happends then the enevitable result is fierce.

Think tulips, the roaring 20s, GM Motors, Kodak, the US housing market - these trends were real, at leat they appeared to have had the majority bluffed until the truth surfaced.

I'm just a little negative right now; my way of thinking is that we are on a knife's edge, and kind of on the wrong side. Our economies globally are one big fake scam, where we have all been conned into believing things are actually better than they are; how else is anyone going to sign up a $600,000 mortgage that's gonna take him and his wife the bast part of their adult lives to repay!

CSL? Going by today, if you want to maintain exposure in the market I say is the best stock to hold right now.",None
9631,,,,,,2010-04-28,gj0201,3595.0,612.0,28/04/2010,9:44:00 AM,"Selmax, as always admire your posts ... just had a look back at your and other posts around your short call (post number 5137897) in early march... gotta like someone who is willing to ""call it the way they see it"" ... and follow up with advice even when they have got out early as you did last eve'.

Your calls on this one have been SPOT ON; well done. (I am also hoping that your LT call of $50+ is accurate as a I am a LT holder; in from float & cap gains of getting out would kill me; always a great ""problem"")

The market is nothing if not a learning game!

Keep up the great posts!",LT
9632,,,,,,2010-04-28,selmax,8028.0,,28/04/2010,9:46:00 AM,"Thanks Gj0201,",LT
9633,,,,,,2010-04-28,regularASX,2602.0,,28/04/2010,10:24:00 AM,"I bought in as you know, on both days (FRI and TUE). The first lot (now I know) was premature entry. The second one (as it seems currently) is OK. When I saw DOW -200 points the first thing this morning I did was - bought in 3000 more units. I am now out of this lot and still holding my TUE lot but may sell it if the SP holds above $33.

FRI lot - down around $3000
TUE lot - holding (potentially I could cash in $1000)
WED lot - profit $1000 in less then 10min.

This is what I like - volatility!

If the below article is right, CSL could easily go over $36 again. However, I do not think it would go below $31.50.",None
9634,,,,,,2010-04-28,LuckyV,2913.0,,28/04/2010,10:48:00 AM,green. would be good to see it over 33.50 today,None
9635,,,,,,2010-04-28,LuckyV,2913.0,,28/04/2010,6:11:00 AM,bax only down 11c last night with all dow down 200pts. intersting to see if CSL will hold and start going green today.,None
9636,,,,,,2010-04-28,pkaneathotcopper,138.0,,28/04/2010,8:46:00 AM,Watch them come back to daddy today... daddy being csl lol,LT
9637,,,,,,2010-04-28,sircorp,11658.0,389.0,27/04/2010,10:04:00 AM,"Well RegularASX

Seem winter is not doing good for CSL. Heading south.",Hold
9638,CSL,"looking at shorts, page-2",6.0,4.3K,regularASX,2010-04-27,regularASX,2602.0,,27/04/2010,12:48:00 PM,"Sir, I am as relaxed as ever. I've learned not to stress out over some ""electronic numbers"" that I see on my monitor, a long time ago. I dipped my toes in on FRI when it dropped by $3.00....in anyone's book that was a considerable drop. IMO it was a good entry point...today is even better. I've loaded another 3000 units and will top up again if it falls by another $1+

Eventually it will stop falling. Now there are two types of investors;

1] those that do not want to miss out on an opportunity and who are risk takers;

2] those that will wait for the dust to settle and then jump in.

I do not know who is going to be right. What I do know tough is when the SP starts recovering I will be making profit on my first and on my second lot. How long will it take? Not sure either, but will CSL it is not if but when.

And, I can afford to wait. Not long ago I've sold 30K units and had that cash stashed for the times like these, i.e. when CSL drops in value. I was lucky to sell it at a tidy profit margin and was not stubborn to wait for my target price of $38 that I thought it would reach as soon as the broker finishes the buy back process. Let's say I've invested my profit made from my earlier sale of CSL + a bit extra.

Am I stressing out? I assure you I am not.",None
9639,,,,,,2010-04-27,OpTrader,2498.0,126.0,27/04/2010,1:11:00 PM,"Hi regular,

Both scenarios or two types of investors are right but can be wrong too, all depends on their risk factor, capital position, goal, experience. Looking at your post I am sure not many posters here are capable of holding CSL or others on top of what you have at the amount you mentioned which was 30k and that is over 1 millions bucks and not many people here have that capacity and have capital enough to hold when they make a wrong decision.
Regular, you have a strong position and able to top up everytime it drops by $1 and you have to realise not everyone have that capacity and being in your position obviously your strategy works for you and might not work for someone else and you can hold and collect divs.
Other traders might not have this position where they can hold and keep buying when they make a wrong move so everyone is different and nothing wrong or right as long as the end result is satisfactory for them then it is the right strategy for them.

Cheers,",None
9640,,,,,,2010-04-27,qunlbao,257.0,,27/04/2010,1:30:00 PM,"Hi Opt,

I agree with you except the trding stategy Reg did.
For investors with much less money,we still be able to make the cautious move as Reg did.
For example,I only have $100k in total,to buy large cap such as CSL/WOW/QBE, I will buy $6-8K each order ,normally I would like to accumulate 1K-1.5k units,this will give me the chance to buy 4 times in case I enter into the wrong range SP so that I can average down the price.
From above,for sure you won't max the profits,but certainly lower the risk much more.",None
9641,,,,,,2010-04-27,regularASX,2602.0,,27/04/2010,1:49:00 PM,"OP,

Invest in any way you like... I am not suggesting anything to anyone. Cheers",None
9642,,,,,,2010-04-27,endless112,49.0,,27/04/2010,2:11:00 PM,"DJ MARKET TALK:CSL Share Drop Unlikely Linked To Vaccine -Analyst

0408 GMT [Dow Jones] A sharp fall in CSL's (CSL.AU) share price is unlikely to be related to a health scare that's forced the company to halt distribution of its
child influenza vaccine, according to Shaw Stockbroking. CSL last down 4.2% at A$32.50, adding to a 9.4% plunge on Friday. Shaw's health and biotechnology analyst Matthijs
Smith says he'd be surprised if the vaccine scare's behind today's losses. ""I don't think the flu vaccine would have that type of material effect on CSL,"" he says. Believes a downbeat assessment of the plasma market from CSL's
U.S. rival Baxter (BAX) last week continues to weigh on the stock, saying many investors didn't have a chance to react to it last Friday ahead of a holiday long weekend in
Australia. ""We may be seeing the full impact of the Baxter announcement today, rather than any new information,"" he says.",LT
9643,,,,,,2010-04-27,selmax,8028.0,,27/04/2010,8:55:00 PM,"going long or short...we must have patience...just looking back at my CSL short...I covered ages ago...had I held on, she would have hit my target of $32.50 which I posted back in 10th of March...post number 5137897...lesson learnt.

Patience...got to have patience to trade stock...sigh.

She has had two gap down now, normally after the second gap down, a stock would float around there, I think $31.50~$32 will be the support there, daily stochastic is still not at the bottom yet, so I think she would now float around the $31.50~$32.50 absorb time, and let the stochastic to reach oversold, and then I will go long, no point to short now...not enough meat in it.",None
9644,CSL,right from baxter's mouth :),3.0,374,pkaneathotcopper,2010-04-27,pkaneathotcopper,138.0,,27/04/2010,11:20:00 PM,"Hi all

This is my favorite part of the article :)

""""We, in retrospect, were clearly overly optimistic about the short-term market growth, our ability to retain market share and the near-term impact on the market of deploying additional sales resources"" said Chief Executive Robert Parkinson""


http://www.nytimes.com/aponline/2010/04/22/business/AP-US-Earns-Baxter-International.html?_r=1&scp=2&sq=baxter&st=cse

Baxter Shares Plummet on Reduced 2010 Outlook

NEW YORK (AP) -- Shares of Baxter International plunged Thursday after the company cut its full-year profit outlook on slower-than-expected sales of plasma-based drugs and charges related to health care reform.

In 2010, the company expects profit between $3.92 and $4 per share, down from a previous range of $4.20 to $4.28 per share. It cited increased Medicaid rebates included in the health care overhaul as well as greater competition in the market for plasma-based therapies used to treat hemophilia, immune disorders and other diseases.

""We, in retrospect, were clearly overly optimistic about the short-term market growth, our ability to retain market share and the near-term impact on the market of deploying additional sales resources"" said Chief Executive Robert Parkinson

Shares of the Deerfield, Ill.-based fell 9.82, or 16.7 percent, to $49.29 in morning trading.

The sell-off came despite a 2 percent rise in first-quarter profit on a boost of bioscience and kidney care products.

Baxter earned $525 million, or 86 cents per share, in the quarter ended in March, up from $516 million, or 83 cents per share, a year prior.

Sales rose 11 percent to $3.14 billion from $2.82 billion. Excluding the impact of foreign currency, sales increased 5 percent.

Excluding items, the company says it earned 93 cents per share, matching Wall Street expectations. The company posted a charge of $39 million, or 7 cents per share, related to health care reform.

Management estimated health reform-related costs would total $80 million, or 10 cents per share, for all of 2010.
During the second quarter, the company expects profit between 90 cents and 93 cents per share.

Analysts, on average, expect second-quarter profit of $1.06 per share and full-year profit of $4.24 per share.",LT
9645,CSL,doubts over short-term earnings at csl,3.0,469,pkaneathotcopper,2010-04-27,pkaneathotcopper,138.0,,27/04/2010,4:17:00 PM,"Hi all

The below article was intriguing i thought. IMO Baxters downgrade in earnings is related to CSL's increased market capture.

We shall see this week how this corrects itself.

P


http://www.theaustralian.com.au/business/opinion/doubts-over-short-term-earnings-at-csl/story-e6frg9lo-1225858790519

Doubts over short-term earnings at CSL

DEFENSIVE stocks are supposedly back in vogue as attention re-focuses on Greece's debt problem and similar woes afflicting that other ancient superpower, Portugal.
Or maybe it's just a case of bored Wall Street traders finding something to obsess about in the absence of any real economic data.

CSL is supposedly a bomb-proof (healthcare) stock, but there's now a question mark over its short-term earnings, following US plasma rival Baxter's profit warning for calendar 2010, which was released last Friday.
Baxter also pared back its forecast for full-year sales growth, from 5-7 per cent to 1-3 per cent.
Interestingly, Baxter cited the poor economy, which suggests that demand for some plasma products is more discretionary than assumed.

Theoretically, ObamaCare is positive because it expands the potential base of patients with an ability to pay. But Baxter estimates the scheme will cost $US80 million ($86.3m), the result of having to provide either rebates to the state, or discounts to accredited healthcare providers.

It's not a well understood aspect of the convoluted US healthcare system and there could be further scares.
CSL shares slumped $2.66 last Friday, and a further $1.45 this morning, taking total losses to a blood-curdling 11 per cent. Whether that makes for a buying opportunity - or a portent of worse to come - depends on whether CSL is taking market-share from Baxter.

Two firms -- Citi and JP Morgan -- are convinced that it's a case of lost market-share rather than poor fundamental conditions, which bodes well for CSL.

Credit Suisse argues CSL has more product diversification (a subcutaneous delivery product, for example) and seemingly stable growth in key products such as albumin and clotting factors.

CSL also has a lower skew to the US, deriving half of its sales there, compared with 70 per cent for Baxter.
On the flip side, Baxter has hinted that it will need to discount to stem market-share losses, which harks back to a savage price war in 2002-03.

In a heartening move, CSL on Friday stuck with its full-year earnings guidance of $970m to $1.07 billion (depending on the exchange rate).

We'll get further evidence when US competitor Talecris, which CSL tried to buy, reports its first-quarter results next month.

Criterion pegged back CSL from a long-term buy to a HOLD at $35.25 on March 24, and we'll stick in this safe territory.
Depending on who you talk to, CSL is either wildly undervalued, or else rashly priced for blue-sky growth, which can't be achieved without a major new product.

In the meantime, CSL has close to $1b burning a hole in its pocket, which is nice (but a drag on earnings).",ST
9646,,,,,,2010-04-27,LuckyV,2913.0,,27/04/2010,5:55:00 PM,"I sold friday and did buy today.

CSL has had a huge drop and today in FIN review it said nothing has changed in its outlook.

Unless there is other bad news ???

BAX was down in US again.",None
9647,,,,,,2010-04-27,HASAMAX,546.0,2.0,27/04/2010,6:57:00 PM,"I get the feeling that the bad publicity from the kids flu vaccine will deter people from other vaccines too, like the pig flu one. Maybe this will effect the short-term earnings???

I luckily chipped down on CSL 3 weeks ago and see this correction as being generated by short-term issues with absolutely no bearing on the long-term story, so I will be chipping up again when the slide levels out.......the only problem now is timing that chip-up!",LT
9648,CSL,blow from left field causes chart breakdown,4.0,544,xerxes_ph,2010-04-27,xerxes_ph,9081.0,,27/04/2010,10:29:00 AM,"Well ... you can't win 'em all. That blow from left field has done some damage to this stock which now looks like trending lower. So ""out"" for me until a positive positive chart pattern emerges.

My perspective is that of a trader rather than ""investor"".",Sell
9649,,,,,,2010-04-27,The Pro,1560.0,,27/04/2010,11:12:00 AM,I am looking at Selling Puts around $31.50 or $32.00 for May or June. The premium is very attractive with the recent volatility. Are we likely to get any more left field news in the next 1-2 months? Guess that's the risk of investing. From a technical view point isnt there strong support at these levels?,Buy
9650,,,,,,2010-04-27,OpTrader,2498.0,126.0,27/04/2010,11:41:00 AM,"Good point mate, lots of people got trapped for falling in love with CSL and as things were looking strong suddenly BANG!!! market again as always spoils the party.
This always happens when things look bullet proof there were lots of time when people could have gotten out and taken profit but hey we always want more and profit turns to loss and it happens all the time.
No sir I am a long term INVESTOR hey but bottom line is one could have taken profit at 37 or there about and buy back in again but hey investors are supposed to hold on and never sell hmmmmm I never understand that mentality but again for some one to make money someone else has to lose.
How cruel stock market is hmmmm.....only for the cold blooded.....others will say hey be a man this stock has gone down so much such and such have put valuation at such price and it looks like a good bargain but REALITY is market is selling the stock and that what matters and catching a falling knife is only for heros or people that think they are hero but not for me.

Cheers,",None
9651,,,,,,2010-04-27,qunlbao,257.0,,27/04/2010,12:26:00 PM,"SP is getting attractively,I will be watching closely for the entry point.
And I think the price is reasonable other than overdue.Look back 2 months,the SP is putting too much weight now it's the time to lose some.
Also regardless of bad news,think about why the boys picks the timing to short CSL,clearly because of completion of the buy-back.",None
9652,,,,,,2010-04-27,burlay,156.0,,26/04/2010,8:13:00 PM,"I have to admit - I am a little worried about the flu vaccine issue from a brand perspective. I am holding as I think this will pass by with time, but I don't think it will be pleasant in the short term. Or am I placing too much emphasis on this - interested in thoughts?",Hold
9653,,,,,,2010-04-27,Horsetrader1,4999.0,57.0,26/04/2010,8:37:00 PM,"With any biomed stock, there are huge risks and potentially huge gains.

Sentiment will always play a part in a stock's shareprice and currently the sentiment is not good.

I will continue to hold and potentially accumulate if the sp continues to fall.

HT1",LT
9654,,,,,,2010-04-27,rheags,265.0,,23/04/2010,6:32:00 AM,Well you may get it today Bud; Baxter result not good with its stock down 13% overnight which dragged telacris down 10% so would expect a reaction here for CSL but who knows...,Hold
9655,,,,,,2010-04-27,buddfox,9241.0,,23/04/2010,9:46:00 AM,"timber!

regards,",None
9656,,,,,,2010-04-27,shadesofgrey,139.0,3.0,23/04/2010,9:59:00 AM,"thanks for that info rheags. baxter gave pretty poor guidance re blood plasma going forward. does not bode well for CSL.
love this stock, have done weel off the longs here, but time to short me thinks, shes had a great run.
mind you she is a defensive, so she may hold up better than most during any pullback.
just gotta play the odds.
short for me.
good luck",ST
9657,,,,,,2010-04-27,buddfox,9241.0,,23/04/2010,10:04:00 AM,"just covered.

regards,",None
9658,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,10:05:00 AM,"I hate you buddfox :)

Well done!",None
9659,,,,,,2010-04-27,robbbbbbb,9860.0,2.0,23/04/2010,10:09:00 AM,Pays not to flurp with 3 thrust tops,None
9660,,,,,,2010-04-27,hotwolf,5418.0,130.0,23/04/2010,10:11:00 AM,This is an obvious over reaction and an obvious long position opportunity...for the traders. In summary ...kids only in WA only in the last day who've had the flu jab have had to take a paracetamol...lol Gotta love fund managers who burn 2 bill off a company for this!,Hold
9661,,,,,,2010-04-27,khal,535.0,,23/04/2010,10:11:00 AM,why is the s/p droped so much,None
9662,,,,,,2010-04-27,hotwolf,5418.0,130.0,23/04/2010,10:13:00 AM,Woops...its not the vaccine problem....PLasma sales have crunched...down 14 % overseas...sorry,Hold
9663,,,,,,2010-04-27,hotwolf,5418.0,130.0,23/04/2010,10:15:00 AM,"NEW YORK (Dow Jones)--Concerns abounded about stocks related to the plasma-based medical products business Thursday after Baxter International Inc. (BAX) cited weakness in the sector.

Slowing sales in Baxter's biosciences division, which makes life-saving drugs from human plasma, had raised concerns ahead of the results, but the company explicitly said Thursday it had overestimated strength in the market.

The news, which came as Baxter slashed its full-year outlook, weighed on competitor Talecris Biotherapeutics Corp. (TLCR), the third-largest producer of plasma medicines in the U.S., behind Australia-based CSL Ltd. (CSL.AU) and market leader Baxter. It also hurt shares of Haemonetics Corp. (HAE), a maker of automated blood-processing systems that has a large plasma-collection business.

Talecris' shares were recently down 13% at $19.19. The stock is off 14% so far this year and 9.3% since Oct. 1, the first day it traded after its initial public offering. Haemonetics fell 5.5% to $57.26. Baxter, meanwhile, was off 14% at $50.81.

A spokeswoman for Talecris said the company had no comment on the declines.

Baxter Chairman and Chief Executive Robert L. Parkinson Jr. said the company's prior short-term forecasts for the plasma-based medical products segment were ""overly optimistic.""

""The facts are we mis-called this,"" he said. ""Clearly the market is growing much more slowly than we had anticipated.""

BWS Financial analyst Hamed Khorsand said there wasn't a significant amount of detail in Baxter's report as to what happened in the quarter--just that some plasma products had soft sales.

But the comments, coupled with Baxter's 28-cent-a-share forecast cut, are weighing on Talecris, he said. Baxter wasn't clear whether the problems in the plasma market were specific to it, he said, which creates concern around Talecris before its report for the most recent quarter, which is set for May 5.

However, Talecris isn't Baxter, Wells Fargo analyst Aaron Reames wrote in a note to clients. He said Talecris has gained 6% market share from its competitors in the U.S. in the last 18 months, a trend he thinks will continue.

""We continue to believe the outlook for Talecris is solid,"" Reames said.

In February, Talecris said it had seen strong volume growth across its business.

Other main competitors in the space include privately held Swiss firm Octapharma AG and Grifols SA (GIKLY, GRF.MC). Grifols' American depositary shares were off 12% at $6.93 on very low volume--but typically only a few hundred of the ADSs change hands every day.

Avondale Partners' Dan Owczarski said the news from Baxter could hurt Haemonetics' next few quarters' performance. Haemonetics had already warned recently that volume growth in the plasma-collection segment was only about 2%, he said, so the company had seen already that collection volumes had slowed a bit more than expected.

The news from Baxter reiterates that demand has paused in the space, and collections for Haemonetics will likely have slowed when it reports fiscal fourth-quarter results May 4. It will likely cause an overhang on the stock at least until then, when the market can get some commentary from Haemonetics, Owczarski said.

BWS' Khorsand also said Wall Street has to price in health-care reform, which will have some impact on Talecris as Medicare rebates increase. Baxter and others have referred to the impact from the reform.",Hold
9664,,,,,,2010-04-27,dsmi1,438.0,,23/04/2010,10:16:00 AM,Robbb - may I ask what is a '3 thrust top'?,None
9665,,,,,,2010-04-27,buddfox,9241.0,,23/04/2010,10:19:00 AM,"thanks mate...maybe time to buy soon?

regards,",None
9666,,,,,,2010-04-27,tone76,442.0,128.0,23/04/2010,10:19:00 AM,"Well, the vaccine issue can't be helping them much either.

All I know is that I've gone back into CSL at $33.30. Whether I've gone back in too soon remains to be seen. Either way, this has the distinct feel of CSL just catching the sniffles rather than being hit by a truck - give it a little time and I'm sure CSL's SP will be fighting fit again.

DYOR.",Buy
9667,,,,,,2010-04-27,sircorp,11658.0,389.0,23/04/2010,10:33:00 AM,"Well Rheags

12 months low is 28.69. Not 33.50. Still got long way to go down.

NEVER EVER LOVE ANY STOCK IN SHAREMARKET. IT IS ""MONEY GAME"". NO ATTACHMENT.
====================================================
I GOT BURNT BY WES, CSL, ASX SUN JUST LOVING THEM.",Hold
9668,,,,,,2010-04-27,LuckyV,2913.0,,23/04/2010,10:40:00 AM,is it worth buying at these prices??? or wait for 30,None
